City,Continent,Class,Skewness,Dip_Statistic,Mean_Height
Chachapoyas,SOUTH AMERICA,Pyramid,0.512912143,0.01635101,1.721376155
Chadron,NORTH AMERICA,Pyramid,1.06532943,0.992460977,0.653012732
Chaiyaphum,ASIA,Pyramid,1.547841901,0.99688349,0.690224566
Chake Chake,AFRICA,Pyramid,4.51081653,0.92752681,0.311213606
Chalkida,EUROPE,Pyramid,4.220477164,1,0.613008962
Challapata,SOUTH AMERICA,Hourglass,-0.18862232,0,1.729034912
Chamical,SOUTH AMERICA,Pyramid,1.048090824,0.582721545,0.861795454
Champoton,NORTH AMERICA,Hourglass,0.258021187,0,1.309783362
Chancay,SOUTH AMERICA,Pyramid,3.976537264,1,0.207283494
Chandigarh,ASIA,Hourglass,3.59313991,0,0.377555131
Chandrapur,ASIA,Pyramid,6.018425894,0.133430028,0.487910243
Changchun,ASIA,Pyramid,1.493186781,0.002998857,2.743034261
Changde,ASIA,Hourglass,3.541679749,0,0.719778705
Changhua,ASIA,Pyramid,2.132750263,0.403035376,1.388106841
Changling,ASIA,Pyramid,1.832153484,0.077086848,1.772625581
Changping,ASIA,Pyramid,2.081874102,0.316171325,1.954333528
Changsha,ASIA,Hourglass,3.820723959,0,0.84908647
Changting,ASIA,Pyramid,1.217337267,1,2.144767482
Changyon,ASIA,Pyramid,3.072096366,0.9961937,0.263832623
Changzhi,ASIA,Hourglass,3.018845599,0,0.81446604
Changzhou,ASIA,Hourglass,1.840972758,0,1.732932509
Channel-Port aux Basques,NORTH AMERICA,Pyramid,4.845016724,1,0.012966889
Chanthaburi,ASIA,Pyramid,2.091608165,1,0.937383156
Chaoyang,ASIA,Pyramid,2.548809252,0.062287923,1.248424901
Chaozhou,ASIA,Hourglass,2.925255783,0,0.885349989
Chapadinha,SOUTH AMERICA,Hourglass,-0.164615054,0,2.049635274
Chapaev,EUROPE,Hourglass,0.406221056,0,0.908845705
Chapayevsk,EUROPE,Pyramid,2.515446025,0.312640348,0.448789459
Chapleau,NORTH AMERICA,Pyramid,2.238311914,0.994778584,0.430693154
Charata,SOUTH AMERICA,Hourglass,0.336227009,0,1.624264996
Charikar,ASIA,Hourglass,9.832622686,0,0.046959721
Charleroi,EUROPE,Pyramid,3.447499716,0.175939431,1.061220915
Charleston1,NORTH AMERICA,Pyramid,2.932444038,0.303767992,1.067999869
Charleston2,NORTH AMERICA,Pyramid,2.873183198,0.307534633,0.714839071
Charleville,AUSTRALIA,Pyramid,0.982138744,0.947704692,0.802925807
Charlotte,NORTH AMERICA,Pyramid,2.692372984,0.065568473,0.997825502
Charlottesville,NORTH AMERICA,Pyramid,3.655155868,0.994393247,0.986729615
Charlottetown,NORTH AMERICA,Pyramid,3.506383691,0.993602601,0.538402985
Charters Towers,AUSTRALIA,Diamond,0.416991801,0.407100828,1.453024872
Chascomus,SOUTH AMERICA,Pyramid,0.966830008,0.041581084,1.06289669
Chattanooga,NORTH AMERICA,Pyramid,2.280013352,0.990684371,1.203565326
Chau Doc,ASIA,Hourglass,6.842105029,0,0.179797397
Chauk,ASIA,Pyramid,2.758413318,0.993835602,0.527288552
Cheboksary,EUROPE,Hourglass,1.703691398,0.000126837,1.654380856
Chegdomyn,ASIA,Pyramid,1.106718604,0.128941956,1.043711147
Chelyabinsk,ASIA,Pyramid,1.677671826,0.061932359,2.239892221
Chemnitz,EUROPE,Pyramid,2.181073868,0.725840845,0.903434569
Chengde,ASIA,Pyramid,2.491711647,0.756020671,1.442181798
Chennai,ASIA,Hourglass,5.388557917,0,0.27839607
Chenzhou,ASIA,Hourglass,0.333536966,0.000620321,4.590973476
Cheongju,ASIA,Pyramid,2.259089286,0.186500243,1.774650862
Chepes,SOUTH AMERICA,Hourglass,0.349851341,0,1.229057326
Cherbourg,EUROPE,Pyramid,2.300586365,0.997559571,1.138898763
Cheremkhovo,ASIA,Pyramid,2.754215045,0.996393069,0.599582658
Cherepanovo,ASIA,Pyramid,1.043683566,0.038812852,1.239015055
Cherepovets,EUROPE,Hourglass,2.311392264,0,3.094659281
Cherkasy,EUROPE,Pyramid,1.426768863,0.007006732,1.641622842
Cherkessk,EUROPE,Hourglass,0.945417728,0,1.424886113
Cherlak,ASIA,Hourglass,0.23768269,0,1.166611789
Chernihiv,EUROPE,Hourglass,1.076525998,0,1.693255146
Chernivtsi,EUROPE,Pyramid,1.935653628,0.901648602,0.947102051
Chernogorsk,ASIA,Pyramid,0.904151209,0.984492705,1.219436427
Chernyakhovsk,EUROPE,Pyramid,2.770874569,1,0.722195518
Chester,EUROPE,Pyramid,2.085433426,0.850761296,0.889718081
Chesterfield Inlet,NORTH AMERICA,Pyramid,4.304070377,0.999119139,0.002414147
Chetumal,NORTH AMERICA,Hourglass,-0.271963078,0,1.917491028
Chevery,NORTH AMERICA,Pyramid,5.076826103,0.997217892,0.02951824
Cheyenne,NORTH AMERICA,Pyramid,1.655165564,0.995346068,0.958190715
Chiai,ASIA,Hourglass,3.146907111,0,0.731156878
Chiang Mai,ASIA,Pyramid,1.624218897,0.992747982,1.409217173
Chiang Rai,ASIA,Pyramid,1.246214202,1,1.069378432
Chibemba,AFRICA,Pyramid,2.83398736,0.998944506,0.04668206
Chibia,AFRICA,Pyramid,0.920486614,0.945355905,1.14558927
Chicago,NORTH AMERICA,Hourglass,3.437660465,0,1.665841635
Chiclayo,SOUTH AMERICA,Hourglass,0.488888267,0,2.000223535
Chico,NORTH AMERICA,Hourglass,0.754310927,0,1.523189674
Chicoutimi,NORTH AMERICA,Pyramid,1.454473783,0.967343848,1.053646505
Chifeng,ASIA,Pyramid,1.724301597,0.115766756,1.915397819
Chignik,NORTH AMERICA,Pyramid,3.1874982,1,0.006603674
Chihuahua,NORTH AMERICA,Hourglass,0.223236252,0,3.081667377
Chilca,SOUTH AMERICA,Pyramid,4.534147904,1,0.010490624
Childress,NORTH AMERICA,Pyramid,1.00710118,0.955589155,0.76179081
Chilecito,SOUTH AMERICA,Hourglass,0.025878153,0,2.141068542
Chililabombwe,AFRICA,Pyramid,0.564923197,0.993830011,1.128932089
Chillan,SOUTH AMERICA,Hourglass,0.328665304,0,2.027056281
Chilpancingo,NORTH AMERICA,Hourglass,0.519278732,0,2.755847564
Chimbote,SOUTH AMERICA,Hourglass,0.909627925,0,1.408046055
Chimboy,ASIA,Hourglass,0.812475716,0.00018341,0.931550171
Chimoio,AFRICA,Hourglass,-0.059336664,0,1.730277066
Chinandega,NORTH AMERICA,Hourglass,1.375371482,1.53E-05,0.726443552
Chincha Alta,SOUTH AMERICA,Pyramid,1.075532431,1,0.94276385
Chingola,AFRICA,Hourglass,0.816908544,0,1.711888132
Chinhoyi,AFRICA,Pyramid,0.951604895,0.367544204,1.15776834
Chiniot,ASIA,Hourglass,7.158389489,0,0.108636771
Chinsali,AFRICA,Diamond,0.060863032,0.379620772,1.718804614
Chipata,AFRICA,Pyramid,0.816945715,0.154876512,1.08447412
Chiquinquira,SOUTH AMERICA,Pyramid,1.55320023,1,1.069292422
Chirala,ASIA,Pyramid,3.590014669,0.846625801,0.253453386
Chiramba,AFRICA,Unknown,0,1,0
Chirchiq,ASIA,Hourglass,1.088506682,0,1.442313619
Chiredzi,AFRICA,Pyramid,1.117967428,0.982864845,0.805445369
Chisinau,EUROPE,Hourglass,1.159584967,0,2.715820875
Chistopol,EUROPE,Hourglass,0.680444099,0,1.597087142
Chita,ASIA,Pyramid,1.290285663,0.748990749,1.696733669
Chitipa,AFRICA,Pyramid,1.671880526,0.999509398,0.638329386
Chitre,SOUTH AMERICA,Pyramid,0.630909347,0.764074171,1.339319135
Chittagong,ASIA,Hourglass,7.514501541,0,0.176936481
Chitungwiza,AFRICA,Hourglass,-0.162031142,0,1.494981141
Chivilcoy,SOUTH AMERICA,Hourglass,0.463821216,0,1.764837882
Chlef,AFRICA,Hourglass,2.879602067,1.16E-05,0.471721731
Cholpon Ata,ASIA,Pyramid,1.174576403,1,0.89014057
Choluteca,NORTH AMERICA,Hourglass,0.46209252,0,1.289018948
Choma,AFRICA,Hourglass,0.678109841,0.000183642,1.009677835
Chon Buri,ASIA,Hourglass,1.379818469,0,2.026354516
Chonchi,SOUTH AMERICA,Pyramid,2.15231671,0.935978543,0.040299927
Chone,SOUTH AMERICA,Pyramid,0.808274764,0.011421344,1.273838304
Chongjin,ASIA,Hourglass,1.916872342,8.80E-06,1.836133251
Chongju,ASIA,Pyramid,6.913043306,0.855951776,0.14231144
Chos Malal,SOUTH AMERICA,Hourglass,0.279943426,0,1.239128175
Chosan,ASIA,Pyramid,2.961280238,1,0.077467526
Chosica,SOUTH AMERICA,Pyramid,0.916480034,0.849273311,2.280363432
Chota,SOUTH AMERICA,Pyramid,1.120252829,0.065743174,1.459484963
Choybalsan,ASIA,Pyramid,2.813149501,0.990921193,0.514300399
Christchurch,AUSTRALIA,Hourglass,1.40200509,0,1.77227789
Christiansted,SOUTH AMERICA,Pyramid,1.994759871,1,1.100881175
Chukai,ASIA,Pyramid,3.124345154,0.995691737,0.934912355
Chulucanas,SOUTH AMERICA,Hourglass,0.494343169,0,1.558566161
Chumbicha,SOUTH AMERICA,Pyramid,2.239159929,0.993464583,0.415034473
Chumphon,ASIA,Pyramid,2.198527547,0.9963662,0.609835433
Chuncheon,ASIA,Pyramid,1.680088041,0.440050643,1.97902631
Chungli,ASIA,Pyramid,2.004856535,0.827463848,2.127524773
Chuquicamata,SOUTH AMERICA,Pyramid,5.683430434,1,0.389417828
Chur,EUROPE,Pyramid,1.220115632,0.024225178,1.741103655
Chusovoy,EUROPE,Pyramid,2.442513367,0.998362818,1.131334229
Chuxiong,ASIA,Pyramid,1.679377063,0.934792583,1.492050502
Ciego de Avila,NORTH AMERICA,Hourglass,1.042165092,0,1.033543114
Cienaga,SOUTH AMERICA,Hourglass,0.8203342,0,0.910157248
Cienfuegos,NORTH AMERICA,Pyramid,1.313643083,0.011228151,1.108782247
Cilacap,ASIA,Hourglass,4.285433417,0,0.279048337
Cincinnati,NORTH AMERICA,Pyramid,3.244737614,0.067660251,1.26127407
Cirebon,ASIA,Hourglass,4.655266233,0,0.344292747
Ciudad Bolivar,SOUTH AMERICA,Hourglass,0.907261663,0,1.378336117
Ciudad Camargo,NORTH AMERICA,Hourglass,0.760185012,0,1.113149092
Ciudad Constitucion,NORTH AMERICA,Hourglass,-0.204940844,0,1.567903587
Ciudad Cortes,SOUTH AMERICA,Pyramid,3.087890707,0.997045407,0.213123181
Ciudad Guayana,SOUTH AMERICA,Hourglass,0.243290428,0,1.570460794
Ciudad Guzman,NORTH AMERICA,Hourglass,0.294423506,0,1.555839359
Ciudad Hidalgo,NORTH AMERICA,Hourglass,1.502691729,4.61E-05,0.878333458
Ciudad JuÌÁrez,NORTH AMERICA,Hourglass,0.517081375,0,2.912485037
Ciudad Madero,NORTH AMERICA,Hourglass,1.103200462,0,1.299456526
Ciudad Mante,NORTH AMERICA,Hourglass,0.428943531,0,1.757627323
Ciudad Obregon,NORTH AMERICA,Hourglass,0.512089635,0,1.740437125
Ciudad Valles,NORTH AMERICA,Hourglass,0.23723712,0,1.727909369
Ciudad Victoria,NORTH AMERICA,Hourglass,0.065054056,0,2.18735779
Ciudad del Carmen,NORTH AMERICA,Hourglass,-0.181106811,0,2.505606627
Ciudad del Este,SOUTH AMERICA,Pyramid,0.674164729,0.997651865,1.062714704
Civitavecchia,EUROPE,Pyramid,1.573858697,0.995692362,2.057984689
Clare,AUSTRALIA,Pyramid,0.816298344,0.99446591,1.120246212
Clarksburg,NORTH AMERICA,Pyramid,4.43844324,0.996956791,0.750878721
Clarksville,NORTH AMERICA,Pyramid,2.850490193,0.745250259,0.735969631
Cleburne,NORTH AMERICA,Pyramid,2.297352005,0.59024267,0.831042757
Clermont-Ferrand,EUROPE,Pyramid,1.41218985,0.638882564,1.200756001
Cleveland,NORTH AMERICA,Hourglass,3.087885542,0.000935672,1.112245363
Cliza,SOUTH AMERICA,Pyramid,3.408363486,0.996835916,0.382762495
Cloncurry,AUSTRALIA,Pyramid,0.867233358,0.912263301,0.880249363
Clovis,NORTH AMERICA,Pyramid,0.646432248,0.101140921,1.139136112
Cluj-Napoca,EUROPE,Hourglass,1.503930994,0,2.301549352
Coalcoman,NORTH AMERICA,Pyramid,0.810016201,0.006396184,1.164932026
Coari,SOUTH AMERICA,Pyramid,0.786612585,0.942088523,1.642703373
Coatzacoalcos,NORTH AMERICA,Hourglass,0.60125653,0,2.108847622
Cobalt,NORTH AMERICA,Pyramid,1.459774967,0.964664315,0.127255475
Coban,NORTH AMERICA,Pyramid,0.833031373,0.957002069,1.921550894
Cobija,SOUTH AMERICA,Pyramid,0.74112296,0.858116303,1.357470531
Cobram,AUSTRALIA,Pyramid,1.268293239,0.0035696,1.947300505
Coburg,EUROPE,Pyramid,1.768267345,0.990190647,0.888420934
Cochabamba,SOUTH AMERICA,Hourglass,0.809639805,0,2.033267681
Cochin,ASIA,Hourglass,3.38679802,0,0.625009349
Cochrane,NORTH AMERICA,Pyramid,3.771104933,0.984653484,0.456799964
Cody,NORTH AMERICA,Hourglass,0.523339591,0,1.32440134
Coffeyville,NORTH AMERICA,Pyramid,1.633135436,0.980351058,1.010870326
Coffs Harbour,AUSTRALIA,Pyramid,0.917774527,0.054291839,2.087291621
Coihaique,SOUTH AMERICA,Hourglass,1.202792563,0,0.857730569
Coimbatore,ASIA,Hourglass,1.392615114,0,1.223656191
Coimbra,EUROPE,Pyramid,2.23465833,0.979490292,1.338300115
Colac,AUSTRALIA,Hourglass,0.229150629,1.25E-06,1.502104132
Colesberg,AFRICA,Pyramid,1.330207657,0.990561783,0.899147492
Colima,NORTH AMERICA,Hourglass,0.077289541,0,2.018279648
Colinas,SOUTH AMERICA,Diamond,0.372419444,0.013647852,2.828349778
Collipulli,SOUTH AMERICA,Hourglass,0.803349885,0,1.045716351
Colombo,ASIA,Hourglass,4.10964888,0,0.375077421
Colon1,SOUTH AMERICA,Pyramid,1.248395987,0.962162556,2.104007797
Colon2,NORTH AMERICA,Pyramid,1.180957647,0.014617538,0.732643987
Colorado Springs,NORTH AMERICA,Hourglass,0.786647454,0,1.465365076
Columbia3,NORTH AMERICA,Pyramid,1.904374735,0.622214269,1.219669253
Columbus1,NORTH AMERICA,Pyramid,2.524442025,0.873372105,1.048340858
Columbus2,NORTH AMERICA,Hourglass,3.467176151,0,1.27544378
Comallo,SOUTH AMERICA,Pyramid,1.626093029,0.993397918,0.140261539
Comandante Fontana,SOUTH AMERICA,Pyramid,1.271498579,0.997645823,0.544418013
Comayagua,NORTH AMERICA,Hourglass,0.998908863,6.48E-05,1.29637539
Combarbala,SOUTH AMERICA,Pyramid,0.991121617,0.955716417,0.919701041
Comilla,ASIA,Hourglass,8.322221928,0,0.106992533
Como,EUROPE,Hourglass,1.535425078,0.00083603,1.384457247
Comodoro Rivadavia,SOUTH AMERICA,Pyramid,1.81800115,0.001657502,0.818625925
Comondante Luis Piedrabuena,SOUTH AMERICA,Diamond,0.464226399,0.088517606,1.699707259
Compostela,NORTH AMERICA,Hourglass,0.693635206,4.35E-06,1.290348599
Conakry,AFRICA,Hourglass,-0.301623513,0,2.679978825
Concepcion del Uruguay,SOUTH AMERICA,Hourglass,0.307428256,0,1.778388081
Concepcion1,SOUTH AMERICA,Hourglass,1.264437859,0,1.293392023
Concepcion2,SOUTH AMERICA,Pyramid,0.529864512,0.001529745,1.176883509
Concord,NORTH AMERICA,Pyramid,2.674329785,0.93277719,0.63846811
Concordia1,SOUTH AMERICA,Hourglass,0.209371095,0,1.843525122
Concordia2,SOUTH AMERICA,Pyramid,1.015693917,0.005375369,2.41753128
Conselheiro Lafaiete,SOUTH AMERICA,Pyramid,0.957384829,0.001891893,1.644896785
Constanta,EUROPE,Hourglass,0.943506706,0,2.191634668
Constantine,AFRICA,Pyramid,1.709703096,0.631195718,1.477433211
Constitucion,SOUTH AMERICA,Pyramid,1.373789399,0.781855158,1.440698286
Contamana,SOUTH AMERICA,Pyramid,1.622479573,0.988492518,0.569236673
Conway,NORTH AMERICA,Pyramid,1.043396672,0.007072937,1.227053398
Cooma,AUSTRALIA,Pyramid,1.083080977,0.991024451,1.183378748
Coos Bay,NORTH AMERICA,Pyramid,0.78160348,0.079495134,1.340220548
Copenhagen,EUROPE,Pyramid,2.552349816,0.007351224,1.309076635
Copiapo,SOUTH AMERICA,Hourglass,0.466167796,0,1.667752153
Coquimbo,SOUTH AMERICA,Hourglass,0.646516093,0,2.104633198
Coracora,SOUTH AMERICA,Pyramid,1.56202647,0.814226738,0.821503445
Coral Gables,NORTH AMERICA,Hourglass,2.022229207,0,2.050941313
Coral Springs,NORTH AMERICA,Hourglass,0.568018944,0,1.894454584
Cordoba1,SOUTH AMERICA,Hourglass,0.885477099,0,2.098109308
Cordoba2,EUROPE,Pyramid,2.1855795,0.929758915,1.315555765
Cordoba3,NORTH AMERICA,Hourglass,0.851855264,0,2.038900564
Cordova,NORTH AMERICA,Pyramid,3.940945669,1,0.04357737
Cork,EUROPE,Pyramid,2.027527026,0.992719588,1.156461544
Corner Brook,NORTH AMERICA,Pyramid,11.4617806,0.99177818,0.189620529
Cornwall,NORTH AMERICA,Pyramid,2.73660641,0.993465083,0.544392365
Coro,SOUTH AMERICA,Hourglass,0.873219906,0,1.319885019
Coronel,SOUTH AMERICA,Pyramid,1.888285791,0.003041519,1.391474335
Coronel Bogado,SOUTH AMERICA,Pyramid,1.203174752,0.73742684,0.72621122
Coronel Oviedo,SOUTH AMERICA,Hourglass,0.310539,0,1.442395892
Coronel Suarez,SOUTH AMERICA,Hourglass,0.200932698,0,1.653069364
Corpus Christi,NORTH AMERICA,Hourglass,2.061589011,0,1.606862171
Corrientes,SOUTH AMERICA,Hourglass,0.47590118,0,2.022989964
Corum,ASIA,Hourglass,1.217381529,0.000319383,1.3339635
Corumba,SOUTH AMERICA,Pyramid,1.671501679,0.141328579,1.240237278
Corvallis,NORTH AMERICA,Pyramid,2.370244941,0.02380724,1.14553012
Cotabato,ASIA,Pyramid,2.647526859,0.460148485,0.524923242
Cotonou,AFRICA,Hourglass,1.718033619,0,1.613325088
Cottbus,EUROPE,Pyramid,2.01161102,0.991888689,0.952595315
Council Bluffs,NORTH AMERICA,Pyramid,2.905528048,0.993067144,1.413654818
Courtenay,NORTH AMERICA,Pyramid,0.979363515,0.408147261,0.864761067
Coventry,EUROPE,Pyramid,1.248336001,0.012840662,1.302270175
Covilha,EUROPE,Pyramid,2.606243752,1,0.960887788
Covington,NORTH AMERICA,Pyramid,3.844080112,0.543314825,1.252013201
Cowell,AUSTRALIA,Pyramid,0.763050989,0.731520365,1.147323951
Cowra,AUSTRALIA,Pyramid,0.98080238,0.990605913,1.237256637
Cozumel,NORTH AMERICA,Hourglass,0.987434112,0,0.777380799
Craig,NORTH AMERICA,Pyramid,0.878138516,0.997285432,0.960647406
Craiova,EUROPE,Pyramid,1.259445857,0.015766533,1.829627771
Cranbourne,AUSTRALIA,Hourglass,1.27271581,0,1.803579412
Cranbrook,NORTH AMERICA,Pyramid,1.450134214,0.33791575,0.761768229
Crateus,SOUTH AMERICA,Hourglass,0.657407474,0.000980671,1.37133048
Crato,SOUTH AMERICA,Hourglass,1.489369155,0,0.882789435
Crescent City,NORTH AMERICA,Pyramid,0.674626416,0.268429204,0.860173744
Crestview,NORTH AMERICA,Pyramid,1.727763064,0.997966073,0.758232771
Criciuma,SOUTH AMERICA,Hourglass,1.059616262,0,1.622531827
Cristalina,SOUTH AMERICA,Hourglass,0.327836494,0,1.458545197
Crookston,NORTH AMERICA,Pyramid,4.568232013,0.937535981,0.549955013
Crotone,EUROPE,Pyramid,2.194399619,0.996247492,1.064189508
Cruzeiro do Sul,SOUTH AMERICA,Pyramid,1.04468528,0.308250492,1.388662391
Cuamba,AFRICA,Hourglass,0.664049441,0,1.208981583
Cuauhtemoc,NORTH AMERICA,Hourglass,-0.063957804,0,2.236136702
Cubal,AFRICA,Diamond,-0.167021682,0.990888633,1.844925516
Cucuta,SOUTH AMERICA,Hourglass,0.782120396,0,2.154155448
Cuddalore,ASIA,Hourglass,12.08445425,0,0.165384673
Cuenca,SOUTH AMERICA,Hourglass,0.541834296,0,2.055711048
Cuencame,NORTH AMERICA,Diamond,-0.431053885,0.237230132,2.137616271
Cuernavaca,NORTH AMERICA,Hourglass,0.885303043,0,1.613575032
Cuevo,SOUTH AMERICA,Pyramid,0.947519537,0.687899223,0.761189901
Cuiaba,SOUTH AMERICA,Hourglass,0.854060145,0,1.57985363
Culiacan,NORTH AMERICA,Hourglass,0.422918187,0,1.952165897
Cumana,SOUTH AMERICA,Hourglass,0.715496103,0,1.899529321
Cumberland,NORTH AMERICA,Pyramid,1.549263796,0.994919181,0.956774586
Curanilahue,SOUTH AMERICA,Pyramid,0.973259482,0.158476721,1.506627882
Curepipe,AFRICA,Hourglass,0.636932492,0.000191256,1.384918656
Curico,SOUTH AMERICA,Hourglass,0.487149004,0,1.472574308
Curitiba,SOUTH AMERICA,Hourglass,1.151335377,0,2.191754621
Curvelo,SOUTH AMERICA,Hourglass,0.539727923,0,1.640634948
Cusco,SOUTH AMERICA,Hourglass,0.658727472,0,2.600873685
Cutral Co,SOUTH AMERICA,Hourglass,0.940165951,0,0.971053402
Cuttack,ASIA,Hourglass,10.99737217,0,0.084249758
Cyangugu,AFRICA,Hourglass,7.136550449,5.20E-06,0.138612143
Da Lat,ASIA,Pyramid,1.485675606,1,1.240345697
Da Nang,ASIA,Pyramid,1.841732006,0.045337461,0.883523214
Daan,ASIA,Pyramid,1.34669217,0.997401527,2.012336901
Dabou,AFRICA,Pyramid,0.729723092,0.013423715,1.382300657
Daegu,ASIA,Hourglass,1.280324378,0,3.4264644
Daejeon,ASIA,Pyramid,1.454247833,0.249227063,2.724059547
Dagupan,ASIA,Hourglass,6.609851191,0,0.115134804
Dakar,AFRICA,Hourglass,0.783553497,0,2.088693393
Dalandzadgad,ASIA,Pyramid,0.664028819,0.300222988,0.867118267
Dalby,AUSTRALIA,Hourglass,0.038349993,0,2.249737987
Dalhart,NORTH AMERICA,Diamond,0.474862771,0.018160069,1.4106946
Dali1,ASIA,Hourglass,5.205917982,0,0.291612512
Dali2,ASIA,Pyramid,2.037920889,0.181021677,0.713683016
Dalian,ASIA,Pyramid,1.204765274,0.561397444,3.993359549
Dallas,NORTH AMERICA,Hourglass,3.148256054,0,1.513755178
Dalnegorsk,ASIA,Pyramid,2.698489029,0.996046344,0.490183645
Dalnerechensk,ASIA,Pyramid,0.950043744,0.112406523,1.390392995
Daloa,AFRICA,Hourglass,-0.012974897,0,2.268963002
Dalton,NORTH AMERICA,Pyramid,2.683359654,0.99791001,0.929411311
DamanhÌÈr,AFRICA,Pyramid,2.936396928,0.023610728,0.748220967
Damascus,ASIA,Hourglass,1.996599121,8.51E-05,1.226676373
Dandong,ASIA,Pyramid,2.458629443,0.498373131,1.822464106
Dangriga,NORTH AMERICA,Hourglass,-0.150146084,0,1.275520567
Danjiangkou,ASIA,Pyramid,6.06968657,1,2.22E-05
Danville,NORTH AMERICA,Pyramid,2.451012801,1,0.996583858
Daqing,ASIA,Pyramid,2.358365714,0.00156773,1.848774629
Dar es Salaam,AFRICA,Hourglass,0.880448132,0,2.935563245
Darnah,AFRICA,Hourglass,0.337241447,0,1.448286145
Darregueira,SOUTH AMERICA,Hourglass,0.538037276,0.000466191,1.306514744
Darwin,AUSTRALIA,Hourglass,2.599966613,0,1.582853319
Dasoguz,ASIA,Pyramid,0.800431728,0.980880196,1.322984409
Datong,ASIA,Pyramid,2.181133001,0.152566817,2.427335944
Daugavpils,EUROPE,Pyramid,1.878062642,0.99939639,1.564280648
Dauphin,NORTH AMERICA,Pyramid,1.192824704,0.99571151,0.583019255
Davangere,ASIA,Hourglass,1.456472367,0,1.023583561
Davao,ASIA,Pyramid,2.076631398,0.01385334,0.861577239
Davenport,NORTH AMERICA,Pyramid,1.682637563,0.982084209,1.353605721
David,SOUTH AMERICA,Hourglass,0.284905874,0,1.444745889
Dawei,ASIA,Pyramid,1.558634338,0.996127697,0.693041308
Dawmat al Jandal,ASIA,Pyramid,0.584981092,0.933720891,1.840144603
Dawson Creek,NORTH AMERICA,Pyramid,0.55464298,0.077886281,0.772995197
Dayr az Azwr,ASIA,Pyramid,1.777985489,0.004509187,1.004998514
Dayton,NORTH AMERICA,Pyramid,2.127297868,0.028041459,1.196242333
Daytona Beach,NORTH AMERICA,Pyramid,1.376894429,0.200213084,1.259950664
De Aar,AFRICA,Hourglass,0.679389114,0.000994258,1.228529
Debre Birhan,AFRICA,Hourglass,7.959599215,0,0.075893868
Debre Markos,AFRICA,Pyramid,1.679158689,1,0.875877392
Debrecen,EUROPE,Hourglass,0.673147181,0,1.148053178
Decatur,NORTH AMERICA,Pyramid,3.002835713,0.921010233,1.52731897
Deer Lake,NORTH AMERICA,Pyramid,1.766126943,0.998888034,0.179983711
Dehibat,AFRICA,Pyramid,1.444996586,0.991616046,0.652915351
Dehra Dun,ASIA,Hourglass,2.347852532,8.40E-05,0.621166372
Del Rio,NORTH AMERICA,Hourglass,0.631803888,3.93E-05,1.134988432
Delano,NORTH AMERICA,Hourglass,1.553418987,0,1.37582491
Delicias,NORTH AMERICA,Hourglass,1.215678872,0,1.471888693
Demba,AFRICA,Pyramid,0.622776296,0.251969834,1.150008145
Dembi Dolo,AFRICA,Pyramid,0.896656827,0.153264796,1.143769442
Deming,NORTH AMERICA,Pyramid,0.663937921,0.149682637,0.995555405
Dengzhou,ASIA,Hourglass,7.404756857,0,0.201654932
Deniliquin,AUSTRALIA,Hourglass,-0.374287272,0,1.933540656
Denizli,ASIA,Pyramid,1.437134222,0.956029561,1.162913543
Denow,ASIA,Pyramid,1.997849404,0.20546334,0.60638359
Denpasar,AUSTRALIA,Hourglass,0.089231392,0,2.590750022
Denton,NORTH AMERICA,Pyramid,2.174732655,0.992821545,0.901589741
Denver,NORTH AMERICA,Hourglass,3.058089688,0,1.882372276
Dera Ghazi Khan,ASIA,Hourglass,6.591368966,0,0.135893948
Dera Ismail Khan,ASIA,Hourglass,3.46390456,3.31E-05,0.230318326
Derbent,EUROPE,Hourglass,0.450838738,0,1.692385157
Derzhavinsk,ASIA,Pyramid,1.449055587,0.08994404,0.796189802
Des Moines,NORTH AMERICA,Pyramid,2.41366515,0.720002812,1.719216157
Desaguadero,SOUTH AMERICA,Pyramid,1.015379284,0.620834246,1.072137373
Dese,AFRICA,Pyramid,2.033732036,0.723145193,0.821911276
Detroit,NORTH AMERICA,Hourglass,4.11568407,0.000280512,1.527470063
Devils Lake,NORTH AMERICA,Pyramid,1.558287606,0.997768311,0.898323985
Devonport,AUSTRALIA,Hourglass,1.751388687,0,2.030685078
Deyang,ASIA,Hourglass,7.422708389,0,0.223797952
Dezful,ASIA,Hourglass,0.820391356,0,1.326883203
Dezhou,ASIA,Hourglass,3.675273699,0,0.514541276
Dhamar,ASIA,Pyramid,2.912983978,0.639093493,0.386734861
Dhanbad,ASIA,Hourglass,11.74952657,0,0.139226993
Dhule,ASIA,Pyramid,2.107423874,0.018953766,0.540063303
Diamantina,SOUTH AMERICA,Hourglass,0.157689255,1.81E-05,2.588665301
Dibaya,AFRICA,Pyramid,4.292324952,1,0.000271794
Dibrugarh,ASIA,Hourglass,1.43720553,4.49E-05,0.837266192
Dickinson,NORTH AMERICA,Pyramid,1.131632199,0.002816839,1.372931895
Dieppe,EUROPE,Pyramid,2.294225489,0.999468662,0.909219773
Diffa,AFRICA,Hourglass,-0.197758254,0,1.688909726
Digby,NORTH AMERICA,Pyramid,1.246478877,0.943488068,0.329009463
Dijon,EUROPE,Hourglass,1.007364143,0,1.780954229
Dila,AFRICA,Hourglass,8.986926647,0,0.070562855
